Name;RAdeg;DEdeg;PosErr;Coord_Ref;GLON;GLAT;Xray_Type;Porb;Ppulse;Alt_Name;SpType;Vmag;e_Vmag;Gaia_DR3_ID;Gmag;e_Gmag;BP-RP;_2MASS_ID;Jmag;e_Jmag;Hmag;e_Hmag;Kmag;e_Kmag;WISE_ID;W1mag;e_W1mag;W2mag;e_W2mag;N_H;Min_Soft_Flux;Max_Soft_Flux;Soft_Xray_Var;Soft_Xray_Range;Min_Hard_Flux;Max_Hard_Flux;Hard_Xray_Var;Hard_Xray_Range;AG;Mean_Dist;Low_Dist;High_Dist;Incl;Mx;Mopt;B-V;E_B-V_;tMSP_Flag;Liu07_IDX;RK03_IDX;Orb_Ref;Pulse_Ref;Spect_Ref;Vmag_Ref;Gmag_Ref;JHK_Ref;WISE_Ref;N_H_Ref;AG_Ref;Dist_Ref;Mass_Ref
4U 1957+11;299.85003156657;11.70828491435;0.0001499645624806074;2022yCat.1355....0G;51.30766502912975;-9.330178238940558;BH?, US;0.38875;;V1408 Aql;;18.950000762939453;0.029999999329447746;4303869526257075968;18.315561;0.012264;0.204302;;18.31999969482422;0.07000000029802322;18.149999618530273;0.10000000149011612;18.149999618530273;0.11999999731779099;;;;;;0.23429999579393143;6.965960000000001;1767.999968649292;253.80564468490945;0.3,10.0;;;;;0.0012000000569969416;9433.908;9392.118;9480.91;13.0;3.0;1.0;0.30000001192092896;0.4000000059604645;;178.0;36.0;2007A&A...469..807L;;;2014MNRAS.444.3802H;2022yCat.1355....0G;2014MNRAS.444.3802H;;2020yCat.9058....0E;2022yCat.1355....0G;2022yCat.1355....0G;2003A&A...404..301R
GS 2000+25;300.7065833333333;25.236472222222222;;2007A&A...469..807L;63.36658265520051;-2.9989204850807627;RP, BH, XT, PSH, US;0.3441666666666667;;QZ Vul;K3V-K6V;18.200000762939453;;;;;;;;;;;;;;;;;;0.8;0.0024;119999.99999999999;50000000.0;1.0,10.0;;;;;2.7874564459930316;2000.0;1600.0;2600.0;64.0;7.5;0.33000001311302185;1.440000057220459;1.5;;179.0;41.0;2007A&A...469..807L;;2008NewAR..51..860Y;2007A&A...469..807L;;;;1997ApJ...478L..79N;1997ApJ...478L..79N;1996PASP..108..762H;2003A&A...404..301R
XTE J2012+381;303.15730783536;38.18351819815;8.158608950060054e-05;2022yCat.1355....0G;75.38835363468651;2.246751227075723;XT, US, RP, BH?;;;;F0/F3;21.329999923706055;;2061673641720429312;17.517378;0.002877;1.498179;20123772+3811008;15.302000045776367;0.05700000002980232;14.692000389099121;0.07999999821186066;14.531999588012695;0.10000000149011612;;;;;;0.3786104111671448;;2640.0;;2.0,12.0;;;;;1.319200038909912;6000.0;3000.0;15000.0;;;;;1.899999976158142;;180.0;;;;2002AstL...28..660A;2007A&A...469..807L;2022yCat.1355....0G;2003yCat.2246....0C;;2022yCat.1355....0G;2022yCat.1355....0G;2002AstL...28..660A;
GS 2023+338;306.01590855245;33.86717686476;8.025422107278845e-05;2022yCat.1355....0G;73.11872670779961;-2.091460889046538;XT, RP, BH, US;6.4750000000000005;;V404 Cyg;G9/K0III/V;;;2056188624872569088;17.215652;0.008512;2.836817;20240382+3352021;13.574999809265137;0.02500000037252903;12.684000015258789;0.027000000700354576;12.321000099182129;0.026000000536441803;J202403.77+335159.9;11.51099967956543;0.04899999871850014;11.447999954223633;0.04800000041723251;0.8737999964714641;0.30336984866467;9.584000260076664;31.59180222511283;0.3,10.0;;;;;3.2409000396728516;1238.3987;1192.6729;1287.6532;56.0;10.0;0.6499999761581421;1.5;0.8999999761581421;;181.0;9.0;2007A&A...469..807L;;1993MNRAS.265..834C;;2022yCat.1355....0G;2003yCat.2246....0C;2014yCat.2328....0C;2020yCat.9058....0E;2022yCat.1355....0G;2022yCat.1355....0G;2003A&A...404..301R
Swift J2037.2+4151;309.273335;41.834774;0.1131370849898476;2003yCat.2246....0C;81.07159496724357;0.5243220366300976;XT;;;;;;;;;;;20370560+4150051;16.167;0.088;13.456;0.033;12.128;0.021;J203705.60+415005.2;11.033;0.011;10.734;0.008;3.0;21.727308;136.1;6.2640065672194645;0.3,10.0;6.291999965906142;6.291999965906142;1.0;17.0,60.0;10.452961672473867;;;;;;;;;;;;;;;;;2003yCat.2246....0C;2021ApJS..253....8M;2011ATel.3272....1L;2011ATel.3272....1L;;
XTE J2123-058;320.810579;-5.7981281;1.0344974621957816;2010ApJS..189...37E;46.48287207784546;-36.19943132631822;XB, AS, XT, EB;0.24833333333333332;;J2123-0547;K7-8/5;16.799999237060547;;;;;;;;;;;;;;;;;;0.07;0.0060333393829972;6400.0;1060772.4170193544;0.2,12.0;;;;;0.24390243902439024;8500.0;6000.0;11000.0;72.5;1.2999999523162842;0.6000000238418579;-0.019999999552965164;0.10000000149011612;;182.0;52.0;2007A&A...469..807L;;2003A&A...404..301R;2007A&A...469..807L;;;;2004ApJ...610..933T;2004ApJ...610..933T;2004ApJ...610..933T;2003A&A...404..301R
M15 X-2;322.49191666666667;12.167388888888889;0.1;2005ApJ...634L.105D;65.01217781572495;-27.311528208182125;XB, GC;0.015666666666666666;;CXOU J212958.1+121002;WD?;16.6;;;;;;;;;;;;;;;;;;0.06;;110.0;;0.5,7.0;;;;;0.20905923344947736;10400.0;;;34.0;1.4;0.03;-0.10000038146972656;0.10000000149011612;;184.0;102.0;2007A&A...469..807L;;2005ApJ...634L.105D;1997AJ....113.1026G;;;;2001ApJ...561L.101W;2001ApJ...561L.101W;1996AJ....112.1487H;2005ApJ...634L.105D
[WA2001] M 15 X-3;322.49231249999997;12.161122222222222;1.0040915989391666;2010ApJS..189...37E;65.00701399262468;-27.315814255856548;GC, XT?;;;;;;;;;;;;;;;;;;;;;;;0.06;;;;;;;;;0.20905923344947736;10400.0;;;;;;;;;;;;;;;;;;2001ApJ...561L.101W;2001ApJ...561L.101W;1996AJ....112.1487H;
3U 2131+11;322.4929683333333;12.167408333333332;0.2004220546746291;2014A&A...565A..43K;65.01293094668505;-27.31230888453771;DC, XB?, RP?, EB, DS, GC;0.7125;;AC 211;;15.800000190734863;;;;;;;;;;;;;;;;;;0.041849998604503086;;70.0;;3.0,10.0;;;;;0.1458188104686519;10400.0;;;90.0;1.399999976158142;0.15000000596046448;-0.10000000149011612;0.05999999865889549;;183.0;24.0;2007A&A...469..807L;;;2007A&A...469..807L;;;;2020yCat.9058....0E;2020yCat.9058....0E;1996AJ....112.1487H;2003A&A...404..301R
4U 2129+47;322.85920679511;47.29012342346;8.956439024523084e-05;2022yCat.1355....0G;91.57752187255481;-3.036462395923749;XB, XT, EB, DC;0.21833333333333335;;V1727 Cyg;F7/5;16.399999618530273;;1978241050130301312;17.580153;0.002882;1.285866;21312620+4717244;15.826000213623047;0.08399999886751175;15.454999923706055;0.13899999856948853;14.873000144958496;0.0;J213126.18+471723.5;15.057999610900879;0.026000000536441803;15.359999656677246;0.05700000002980232;0.170879793047905;0.082976548390752;0.124089;1.4954707372936487;0.2,12.0;;;;;0.5953999757766724;1123.3767;1083.0759;1167.6945;;;;0.6499999761581421;0.30000001192092896;;185.0;58.0;2007A&A...469..807L;;2003A&A...404..301R;2007A&A...469..807L;2022yCat.1355....0G;2003yCat.2246....0C;2021ApJS..253....8M;2022yCat.1355....0G;2022yCat.1355....0G;2022yCat.1355....0G;
CXOGlb J214022.1-231045;325.0922083333333;-23.179325000000002;1.8;2007ApJ...657..286L;27.179908537989878;-46.83540288504996;QNS?, XT?, GC;;;M30 A1;;20.0;;;;;;;;;;;;;;;;;;0.028;;0.0655;;2.0,10.0;;;;;0.0975609756097561;8200.0;7580.0;8820.0;;1.78;;;0.03;;;;;;;2007ApJ...657..286L;;;;2020MNRAS.495.4508E;2020MNRAS.495.4508E;2017ApJ...838..162O;2020MNRAS.495.4508E
X Cyg X-2;326.17146666896;38.32140593926;1.8287974190707947e-05;2022yCat.1355....0G;87.32818053443737;-11.316359745503165;XB, ZS, RP;9.841666666666667;;Cyg X-2;A9III;14.680000305175781;0.1899999976158142;1952859683185470208;14.701829;0.006549;0.705359;21444115+3819170;13.395999908447266;0.03099999949336052;13.154999732971191;0.03500000014901161;13.048999786376953;0.03400000184774399;J214441.15+381917.0;13.050000190734863;0.013000000268220901;12.902000427246094;0.010999999940395355;0.38850001007286505;4459.37;16910.000510961254;3.7920155786492833;0.3,10.0;;;;;1.5817999839782715;3989.6013;3717.1104;4149.5796;62.5;1.7100000381469727;0.5799999833106995;0.5;0.44999998807907104;;186.0;7.0;2007A&A...469..807L;;1998ApJ...493L..39C;2012yCat.1322....0Z;2022yCat.1355....0G;2003yCat.2246....0C;2021ApJS..253....8M;2020yCat.9058....0E;2022yCat.1355....0G;2022yCat.1355....0G;2003A&A...404..301R
SAX J2224.9+5421;336.2068749999999;54.38613888888889;2.3;2014ApJ...787...67D;102.56832580938539;-2.584101766405988;XT, XB;;;;;;;;;;;;;;;;;;;;;;;0.46;0.005592655374144178;0.05592655374144177;10.0;0.5,10.0;;;;;1.602787456445993;;;7100.0;;1.4;;;;;187.0;;;;;;;;;2014ApJ...787...67D;2014ApJ...787...67D;2014ApJ...787...67D;
4U 2316+61;350.14221428355;62.29270576989;0.01701227927850939;2022yCat.1355....0G;112.58536568214704;1.2603893464570632;;;;;;;;2015056268530556672;21.735159;0.043957;2.535315;23203411+6217336;15.121000289916992;0.07199999690055847;14.119999885559082;0.07100000232458115;13.645000457763672;0.06599999964237213;J232034.15+621733.4;12.647000312805176;0.02500000037252903;12.592000007629395;0.026000000536441803;0.7446114827055696;;45.5;;3.0,10.0;;5.56;;20.0,60.0;2.594465096535086;;;;;;;;;;;;;;;;2022yCat.1355....0G;2003yCat.2246....0C;2014yCat.2328....0C;2016A&A...594A.116H;2016A&A...594A.116H;;
